acronym,num_occ,num_different_expansion
ODS,1,1
BLEE,2,1
TARVAE,1,1
CITBM,1,1
REV-H-30d,1,1
AI,1,1
PIVh,1,1
M-30d,1,1
AcM,1,1
XC,1,1
TS,1,1
T. cruzi,1,1
VIH,2,1
L.,1,1
SEMTSI,2,1
C.,3,1
PAI,1,1
ERV,1,1
AE,1,1
SNS,1,1
Nematoda,3,2
COR,1,1
IPK,4,2
CMV,1,1
SN,1,1
REV-7d,1,1
ICA,1,1
GPSIDA,1,1
VHB,1,1
