acronym,num_occ,num_different_expansion
TIG,1,1
EAU,1,1
CAU,1,1
TRA,1,1
FIVTE,1,1
NIA,1,1
IC,1,1
OMS,1,1
ICSI,3,2
HUC,1,1
ONT,1,1
URS,1,1
AEBI,2,2
IMSI,1,1
FVV,1,1
TDI,1,1
I.A.E.,1,1
Nematoda,1,1
ETS,1,1
TSP- 1,1,1
IIU,1,1
DERA,1,1
MT,1,1
DIPI,1,1
